Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1,25.75,3,189.5,22,2297.801282,0.01474359,0.017435897,18.99561538,0.4,May,3,2,1,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,28,0.066666667,0.133333333,0,0.8,May,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,22.5,0.1,0.106666667,0,0.4,May,2,5,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,194.0666667,0.001904762,0.051238095,0,0,May,2,5,4,2,Returning_Visitor,FALSE,FALSE
3,52,0,0,56,2145.563492,0.011403509,0.025292398,13.11733918,0,May,2,2,1,14,Returning_Visitor,FALSE,TRUE
0,0,0,0,33,1703.321429,0,0.042424242,0,0.6,May,2,5,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1999.833333,0.015384615,0.020512821,0,0,May,2,10,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,3,4,4,Returning_Visitor,FALSE,FALSE
14,173.0833333,3,424.5,115,3382.287999,0.005346832,0.021971597,0,0,May,2,2,2,6,Returning_Visitor,FALSE,FALSE
3,62,0,0,13,2038,0,0.021428571,0,0,May,2,2,8,3,New_Visitor,FALSE,FALSE
3,37,0,0,53,2409.068434,0.001960784,0.018076564,0,0,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
10,620.952381,5,1307,131,9487.940434,0.001726619,0.011632486,0.761076259,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,159,4668.052051,0.005696203,0.016284567,0,0.4,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,201.6666667,0.018181818,0.054545455,0,0.6,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
7,65.83333333,0,0,7,156.8333333,0,0.02,0,0,May,2,4,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,412.1666667,0,0.0125,0,0,May,3,2,4,6,New_Visitor,FALSE,FALSE
0,0,0,0,50,2617.233333,0,0.001360544,53.22881633,0,May,4,1,3,2,New_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,465.7051282,0,0.010690797,0,0.8,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,245,0.1,0.120833333,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,803,0.046153846,0.05,0,0,May,2,5,3,3,Returning_Visitor,FALSE,FALSE
4,52,0,0,16,360,0,0.010526316,0,0,May,2,2,1,16,New_Visitor,FALSE,FALSE
2,5,0,0,3,20,0.053333333,0.078333333,0,0.8,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,258.5,0,0.033333333,0,0,May,1,1,4,2,Returning_Visitor,TRUE,FALSE
1,7,0,0,20,887.5833333,0,0.016140351,34.25336842,0,May,2,2,3,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,394.25,0,0.015384615,0,0,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
7,204.5,2,37,52,1941.083333,0.01754386,0.029824561,0,0,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,142.5,0.0375,0.08125,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,270.2142857,0,0.0375,0,0,May,3,2,9,2,Returning_Visitor,FALSE,FALSE
3,52.33333333,5,81.5,23,541.6666667,0.001111111,0.047074074,10.64805714,0,May,4,1,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,7,1,Returning_Visitor,FALSE,FALSE
11,498.9,3,147.1666667,43,1090.060606,0.004081633,0.011337868,4.759935374,0,May,1,2,4,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,34,0,0.1,0,0,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,219.5,0,0.016666667,0,0,May,1,2,2,2,Returning_Visitor,FALSE,FALSE
1,13,0,0,14,253.8,0,0.02,0,0,May,2,2,1,3,New_Visitor,FALSE,FALSE
0,0,0,0,12,202,0,0.041666667,0,0,May,2,2,7,14,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,2259.533333,0.002105263,0.036549708,0,0.2,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
4,101,0,0,14,797.3333333,0,0.003571429,0,0,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,594.9666667,0.013793103,0.022024757,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,117,0,0.028571429,0,0,May,2,10,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,108,0,0.042222222,0,0.4,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,1,3.5,13,503,0,0.008333333,0,0,May,3,2,4,2,Returning_Visitor,FALSE,FALSE
2,55,0,0,46,1425.75,0.008888889,0.029259259,0,0.4,May,1,1,7,19,Returning_Visitor,FALSE,FALSE
6,1541.5,0,0,8,188.5,0,0.015384615,0,0,May,3,2,5,4,New_Visitor,TRUE,FALSE
0,0,0,0,20,1722.866667,0.01,0.075,0,0.2,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,313,0,0.05,0,0,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
10,197.1666667,0,0,35,1078.727778,0,0.010452962,39.75577236,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
6,66.77272727,1,83,62,2050.395743,0.005882353,0.012789661,17.07978235,0.2,May,3,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
4,82,0,0,32,1040.166667,0.011764706,0.041176471,0,0,May,2,2,2,3,Returning_Visitor,TRUE,FALSE
1,65,0,0,65,1803.758333,0.0046875,0.019404762,5.38296875,0.2,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,136.5,0.016666667,0.033333333,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
5,86.5,0,0,68,2241.844444,0.010958904,0.023059361,0,0.8,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
2,105,0,0,19,482.5,0,0.008333333,0,0,May,3,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,25,1225.857143,0.012,0.040977778,0,0.4,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
2,37.5,0,0,10,573.1666667,0,0.045,0,0,May,3,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,507.8333333,0,0.01,0,0,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,108,0,0.08,0,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,458.5,0,0.007407407,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,25,0.05,0.1,0,0,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,724,0,0.022222222,97.98,0,May,1,1,4,2,New_Visitor,TRUE,TRUE
0,0,0,0,5,93.5,0,0.013333333,0,0.6,May,2,2,9,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,196.5,0,0.021052632,0,0,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
4,19.5,0,0,47,483.3,0.016326531,0.033469388,5.466387755,1,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,511.1666667,0.018018018,0.036936937,0,1,May,2,2,1,13,Returning_Visitor,TRUE,FALSE
5,196.6666667,0,0,94,2129.536752,0.003157895,0.004818713,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,480.3,0.0125,0.033333333,0,0,May,1,1,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,143,0.1,0.138461538,0,0.4,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,188,0,0,22,352.8,0,0.008,0,0.2,May,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,6,657.5,0,0.011111111,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
3,105,0,0,37,1384.383333,0.006766917,0.033646617,0,0,May,2,2,7,13,Returning_Visitor,FALSE,FALSE
4,91,2,39,16,1280.166667,0,0.004761905,39.81885714,0,May,2,4,4,4,New_Visitor,FALSE,TRUE
0,0,0,0,5,95.5,0,0.02,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
1,28,0,0,115,1822.008117,0.001169591,0.007901699,0,0,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
6,162.1071429,0,0,31,1269.766667,0.012121212,0.021212121,29.77472727,0,May,2,5,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,10,149.6,0.02,0.04,0,0.6,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
1,37,0,0,23,1817,0.053333333,0.073696145,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
6,66.16666667,2,120,204,9143.435714,0.004807692,0.015384615,0,0.4,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
6,128.5,0,0,68,1080.15,0,0.001715686,0,0.8,May,2,2,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,7,316.25,0,0.014285714,0,0,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,40,1783.25,0.008333333,0.026416667,0,0.8,May,2,6,3,2,Returning_Visitor,FALSE,FALSE
7,290.6666667,0,0,35,1384.533333,0.001754386,0.016885965,12.68583158,0,May,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,197.5,0,0.008333333,0,0,May,2,5,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,0,0.2,0.2,0,0.4,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,996.4380952,0,0.019927536,0,0.8,May,3,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,368.5,0,0.057142857,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,54.5,0,0.066666667,0,0.6,May,2,4,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,228.5,0.033333333,0.03,0,0.4,May,3,2,6,1,Returning_Visitor,FALSE,FALSE
6,57.5,0,0,66,1285.548533,0.004109589,0.018513906,20.97239726,0,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
5,102.0676923,2,16,142,6223.870847,0,0.006649462,15.47720763,0,May,2,2,3,2,Returning_Visitor,TRUE,TRUE
4,60,0,0,33,841.0333333,0.015151515,0.043434343,0,0.4,May,2,1,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,1250.5,0.056,0.072,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
14,578.5,2,913,31,699.5,0,0.005896806,22.58886486,0,May,2,2,3,4,Returning_Visitor,TRUE,TRUE
2,38.5,2,15,50,1766.855952,0.002884615,0.013141026,12.83705128,0.8,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
5,85,0,0,24,567.45,0.04,0.058666667,0,1,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,90.66666667,0.04,0.12,0,0,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,158.5,0,0.028571429,0,0,May,2,2,6,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,981.1666667,0.051388889,0.084722222,0,0,May,2,2,1,11,Returning_Visitor,TRUE,FALSE
1,36,0,0,19,1661.75,0,0.023529412,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
5,246.25,1,9,14,548.25,0.022222222,0.05,0,0,May,1,1,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,36,808.0833333,0,0.007619048,53.10142857,0,May,2,2,6,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,87.5,0.028571429,0.085714286,0,0.6,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,276,0,0.011111111,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,130.5,0.084210526,0.100877193,0,0.4,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,321.5,0.075,0.125,0,0.6,May,2,4,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,4,2,New_Visitor,FALSE,FALSE
2,19,0,0,23,1875.744689,0.028571429,0.041156463,0,0,May,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,117,0.066666667,0.1,0,0,May,3,2,1,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,48,4346.916667,0.020138889,0.034791667,0,0,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
1,3,0,0,45,884.3357143,0.001086957,0.014389234,18.12446087,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,1,31,41,1678.733333,0.01,0.013333333,0,0,May,3,2,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,325.8333333,0,0.020833333,0,0,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
3,55,0,0,19,436,0,0.013636364,49.54827273,0,May,2,2,4,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,3,27,0.066666667,0.1,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,44,14,549.5,0,0.013333333,43.252,0.2,May,2,4,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,2,4,6,6,Returning_Visitor,FALSE,FALSE
1,68,0,0,55,4277,0.003636364,0.021212121,7.291757576,0,May,1,1,1,1,Returning_Visitor,TRUE,FALSE
3,124,0,0,13,173,0,0.017777778,0,0,May,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,6,179.5,0.033333333,0.066666667,0,0,May,2,2,4,6,Returning_Visitor,TRUE,FALSE
1,29,2,149,11,561.55,0.014285714,0.038571429,10.02085714,0.6,May,3,2,1,4,Returning_Visitor,FALSE,TRUE
4,164,0,0,30,2136,0,0.008333333,0,0.2,May,2,2,1,2,New_Visitor,FALSE,FALSE
4,35.66666667,2,9,43,2797.816667,0,0.006666667,0,0,May,2,2,7,2,Returning_Visitor,TRUE,FALSE
1,8,0,0,28,643.875,0,0.003571429,0,0.6,May,2,4,1,2,New_Visitor,FALSE,FALSE
0,0,2,47,32,898.8333333,0.068571429,0.102285714,0,0,May,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,453,0,0.037634409,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
8,168.1666667,0,0,28,888,0.014285714,0.011428571,0,0,May,1,1,1,3,Returning_Visitor,TRUE,FALSE
12,331.3,0,0,206,9997.728571,0.001439737,0.010741385,26.02377063,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,588.3333333,0.028571429,0.067857143,0,0.8,May,2,6,1,2,Returning_Visitor,FALSE,FALSE
5,548.3142857,6,448.5,102,5703.476786,0.00173913,0.01470751,0,0,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
8,102,0,0,83,1495.580952,0,0.002298851,82.12367816,0,May,4,1,7,4,New_Visitor,TRUE,TRUE
0,0,0,0,6,66.5,0.011111111,0.111111111,0,0.4,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
3,166,0,0,2,134,0,0.03,0,0.8,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
1,45,0,0,22,2905.5,0.01,0.04,0,0,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,521.5,0.022222222,0.063333333,0,0,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,47,0.02,0.06,0,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,52,1192.317857,0.006410256,0.033012821,0,0,May,2,6,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,355.6666667,0.047619048,0.051428571,25.194,0.8,May,2,2,3,4,Returning_Visitor,FALSE,TRUE
1,3.5,0,0,11,332.5,0,0.011111111,0,0.2,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
1,0,0,0,11,297.3,0,0.041666667,0,0,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,53,2309.995238,0.047479439,0.06394752,0,0.4,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,810.3713768,0.019230769,0.02530525,0,0.8,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,384.5,0,0.028571429,0,0,May,2,4,1,5,Returning_Visitor,FALSE,FALSE
2,65.5,0,0,53,975.9722222,0.001851852,0.016296296,75.30864691,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,127,0,0.075,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
4,38,0,0,6,107,0.006060606,0.042424242,0,1,May,2,6,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,50,0,0.033333333,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,43,3382.083333,0,0.011627907,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,541.5,0.05,0.083333333,0,0,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,25,0,0.1,0,0,May,2,2,1,5,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,210.5,0.044444444,0.071111111,0,0.2,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
6,105,1,0,43,1343.097619,0.037878788,0.057878788,0,0,May,3,2,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,953.8333333,0,0.027777778,0,0,May,2,4,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,674.5,0.041666667,0.0625,0,1,May,3,3,3,4,Returning_Visitor,TRUE,FALSE
13,228.9166667,1,10,64,817.0163767,0,0.013814416,2.995465753,0,May,2,5,3,4,New_Visitor,TRUE,FALSE
8,249,1,36.33333333,31,1124.916667,0,0.014672365,18.08584615,0,May,2,4,5,5,New_Visitor,FALSE,TRUE
10,236.4083333,3,118,313,7428.181584,0.002509267,0.013416263,6.976504629,1,May,2,2,3,2,Returning_Visitor,TRUE,FALSE
1,4.5,3,61,145,5577.826456,0.002688695,0.01187122,2.353444628,1,May,3,2,3,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,17,887.8333333,0.00625,0.040625,0,0,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
3,135,0,0,25,2765.2,0.008,0.016888889,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,2,13,4,145,0,0.04,0,0,May,1,8,4,6,Returning_Visitor,TRUE,FALSE
10,261.5,4,406,60,3121.283333,0.002857143,0.010935374,13.71812571,0.4,May,3,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,1,0,57,1190.548851,0.007017544,0.027309942,17.16745965,0.6,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,18,410.9166667,0.105263158,0.119473684,0,1,May,3,2,4,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,710.5,0.032,0.084,0,0.8,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,319.6666667,0.033333333,0.055555556,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,6,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,91,0,0.06,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,191,0.066666667,0.133333333,0,0.8,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
2,98,0,0,20,401.5,0,0.003333333,0,0,May,2,5,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,117.5,0,0.033333333,0,0,May,4,2,8,3,Returning_Visitor,TRUE,FALSE
3,23,2,10.16666667,85,1311.072012,0.002657807,0.015013618,0,1,May,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,157,0,0.05,0,0,May,2,5,6,6,Returning_Visitor,TRUE,FALSE
5,18,1,9.5,17,414.3333333,0,0.005263158,0,0,May,2,2,2,6,Returning_Visitor,FALSE,FALSE
1,64,0,0,54,1155.033333,0.001282051,0.003974359,0,0,May,4,2,2,4,Returning_Visitor,FALSE,FALSE
2,23,0,0,97,1589.183333,0.008070175,0.014967419,0,0,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,233.5,0,0.033333333,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,1384.071429,0.007142857,0.032380952,11.01942857,0,May,2,4,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0,0.2,0,0.2,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
4,166.5,1,27,21,452.8141026,0.044,0.047238095,0,0,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
2,74,0,0,30,1708.083333,0.006666667,0.013333333,16.1892,0,May,2,2,7,1,Returning_Visitor,TRUE,TRUE
1,42,0,0,10,1057,0.022222222,0.014814815,0,0,May,3,2,8,15,New_Visitor,TRUE,FALSE
2,172,0,0,61,3374.916667,0.001111111,0.021388889,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
3,232.9,7,646,83,5448.994444,0.008888889,0.023535354,0,0,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
3,176,0,0,21,654.5,0.009090909,0.031818182,0,0.2,May,1,1,2,3,Returning_Visitor,FALSE,FALSE
1,5,0,0,17,389,0,0.041666667,9.297,0,May,2,4,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,1435,0.054545455,0.109090909,0,0,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
1,6,2,15,19,512.0666667,0.00952381,0.033333333,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
4,56.66666667,0,0,21,797.2952381,0,0.019875776,0,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,555.8666667,0.00952381,0.019047619,0,0,May,3,2,3,13,Returning_Visitor,TRUE,FALSE
1,19,1,0,56,2954.759524,0.013793103,0.049396552,0,0.6,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,97.16666667,0,0.033333333,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
3,52.33333333,0,0,2,291,0,0.04,0,0,May,2,2,7,3,New_Visitor,FALSE,FALSE
0,0,0,0,4,36,0.1,0.15,0,0.6,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,472,0.030555556,0.034444444,0,0.8,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,628,0.014285714,0.042857143,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,129,0,0.05,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
6,89.46666667,1,32,81,1141.061905,0.001605136,0.004809853,27.89977528,0,May,4,2,6,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,105,0.04,0.06,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,273.5,0,0.05,0,0,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
1,9,0,0,11,467,0,0.02,79.182,0,May,2,4,1,1,Returning_Visitor,FALSE,TRUE
3,111,0,0,25,461.2222222,0,0.007142857,0,0,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
3,120,0,0,5,198,0,0.014285714,0,0,May,3,3,4,2,New_Visitor,TRUE,FALSE
0,0,0,0,7,220.3333333,0,0.01,0,0,May,2,2,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,5,241,0,0.08,0,1,May,2,2,5,1,Returning_Visitor,TRUE,FALSE
9,149.9333333,2,26.66666667,67,1783.122222,0,0.005855856,0,0,May,1,1,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,731.5238095,0.020588235,0.042647059,0,0.8,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,53.25,1,77,198,3057.809524,0,0.002734559,11.97910693,0,May,4,1,5,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,90,601.7901961,0.002222222,0.012763533,0,0.8,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,60,6,459,17,1370.067857,0.02173913,0.035072464,0,0,May,1,1,6,1,Returning_Visitor,FALSE,FALSE
1,97,0,0,4,59,0,0.013333333,0,0,May,2,2,6,6,New_Visitor,FALSE,FALSE
2,21,0,0,27,694,0.007142857,0.014285714,0,0.8,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,39,0.04,0.06,0,0.4,May,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,321.6666667,0.051190476,0.07224026,0,0.8,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,540.5,0,0.02,0,0,May,2,2,7,4,New_Visitor,TRUE,FALSE
5,497.75,1,10,51,4977.85,0,0.015536723,15.35760339,0,May,2,2,1,5,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,1066.166667,0.005,0.006428571,0,0.8,May,2,4,4,2,Returning_Visitor,FALSE,FALSE
5,65,0,0,48,1142.666667,0,0.00625,0,0,May,2,5,7,3,Returning_Visitor,FALSE,FALSE
3,149,0,0,25,1294.183333,0.014814815,0.02962963,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,316.8,0,0,26,1086.178571,0.014285714,0.017267081,5.981166667,0,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,221.5,0,0.014285714,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,49.75,0,0,59,754.2261905,0,0.003333333,0,0,May,3,2,7,11,New_Visitor,FALSE,FALSE
2,74.5,0,0,22,432.5714286,0,0.00125,0,0,May,1,1,7,4,Returning_Visitor,FALSE,FALSE
3,40,0,0,19,1051.5,0.008333333,0.030555556,12.18,0.6,May,1,1,4,3,Returning_Visitor,FALSE,TRUE
3,65.5,2,12,39,1101.333333,0.00952381,0.041269841,14.99642857,0,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
9,233.5,2,102,81,2477.666667,0.001149425,0.011954023,0,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,41,0,0,37,1501.166667,0,0.019298246,15.249,0.4,May,2,6,1,3,Returning_Visitor,FALSE,TRUE
0,0,1,18,85,1736.447368,0.003069054,0.039989226,0,0.6,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,94.5,0.015384615,0.046153846,0,0.4,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,269,0,0.02,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,1,18,36,833.0833333,0.032432432,0.055225225,0,1,May,1,1,7,3,Returning_Visitor,TRUE,FALSE
2,149.6666667,0,0,4,86.75,0,0.016666667,0,0,May,3,2,6,5,New_Visitor,FALSE,FALSE
0,0,0,0,44,547,0.06,0.087407407,0,0.6,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1474.5,0,0.02,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,10,3,4,Returning_Visitor,TRUE,FALSE
